SaleID,price
200000,1190.3778
200001,1807.6456
200002,8783.662
200003,1286.1682
200004,1887.6853
200005,1130.9579
200006,474.2494
200007,3418.9595
200008,13753.623
200009,605.78516
200010,485.6441
200011,2255.5195
200012,5656.9165
200013,8296.494
200014,2210.5955
200015,273.813
200016,1484.9912
200017,8396.122
200018,6630.282
200019,806.7615
200020,24021.383
200021,7715.6484
200022,2011.1531
200023,1631.8141
200024,924.32086
200025,8493.053
200026,653.73065
200027,13035.253
200028,4432.8394
200029,7918.7817
200030,18549.217
200031,10942.304
200032,623.3365
200033,14930.996
200034,983.9724
200035,1635.1478
200036,15102.557
200037,5954.8984
200038,1477.6597
200039,279.99677
200040,604.9552
200041,25212.172
200042,405.42896
200043,8230.437
200044,20631.283
200045,564.8432
200046,15913.82
200047,17016.854
200048,2245.067
200049,3032.9277
200050,880.0328
200051,4511.803
200052,3204.3374
200053,462.69678
200054,13732.222
200055,11250.04
200056,6701.481
200057,3346.2153
200058,1432.7946
200059,5305.1294
200060,8162.786
200061,1284.7922
200062,5258.6304
200063,9193.642
200064,1324.0536
200065,1674.8743
200066,463.3068
200067,9619.676
200068,150.26285
200069,17996.377
200070,8871.676
200071,307.22528
200072,6097.4595
200073,18695.104
200074,4094.8252
200075,12063.979
200076,2638.539
200077,488.81238
200078,355.46487
200079,2685.7021
200080,3393.6355
200081,2186.2693
200082,3945.2588
200083,127.85895
200084,1183.1301
200085,1943.1434
200086,7053.703
200087,2925.2246
200088,2595.9463
200089,44125.613
200090,2857.6912
200091,202.53888
200092,1793.4205
200093,16987.39
200094,6898.878
200095,5722.0146
200096,2436.14
200097,1220.3678
200098,396.56943
200099,21678.432
200100,23445.098
200101,8010.2993
200102,1806.0238
200103,10554.17
200104,5615.819
200105,3709.0225
200106,9641.014
200107,1918.7692
200108,15986.283
200109,8580.606
200110,921.7937
200111,1623.8434
200112,1815.7612
200113,939.6261
200114,2192.465
200115,1260.095
200116,13463.993
200117,17697.248
200118,67359.32
200119,173.22618
200120,3315.2554
200121,2687.8396
200122,682.64545
200123,2321.017
200124,55782.547
200125,749.1621
200126,3228.0996
200127,15065.599
200128,1676.1031
200129,5988.254
200130,4031.02
200131,3161.6914
200132,1298.5836
200133,2807.351
200134,1156.8807
200135,2389.376
200136,3816.536
200137,1199.9061
200138,9893.687
200139,6706.626
200140,2566.7542
200141,1529.2167
200142,5243.5405
200143,5845.619
200144,1197.7408
200145,5937.408
200146,2634.137
200147,4775.2515
200148,2654.8418
200149,174.96962
200150,12194.471
200151,5143.378
200152,540.9987
200153,468.77484
200154,7374.4375
200155,2517.0115
200156,16136.357
200157,8582.044
200158,11897.266
200159,22307.445
200160,6838.633
200161,7310.276
200162,6599.1377
200163,1827.3997
200164,20420.547
200165,15291.476
200166,24273.379
200167,3432.3943
200168,40512.45
200169,800.63275
200170,2345.865
200171,8597.441
200172,1924.5321
200173,34887.973
200174,1243.8398
200175,2540.3572
200176,7734.826
200177,5921.6196
200178,4942.7817
200179,4282.996
200180,883.9607
200181,17812.053
200182,4394.6094
200183,1900.7617
200184,2367.9421
200185,4509.258
200186,3472.9805
200187,5844.2886
200188,10941.046
200189,12662.011
200190,3668.0774
200191,3684.2117
200192,1072.2828
200193,4259.566
200194,7849.6323
200195,2510.7798
200196,949.99054
200197,24780.068
200198,1555.7722
200199,4449.6533
200200,545.1026
200201,7873.78
200202,2269.7043
200203,1735.0537
200204,8317.379
200205,5155.179
200206,1329.9513
200207,5817.136
200208,5445.253
200209,1302.8184
200210,13309.515
200211,5626.373
200212,7069.5596
200213,9279.468
200214,21203.559
200215,7723.159
200216,3303.336
200217,1202.0651
200218,10397.058
200219,1010.76074
200220,2722.8809
